,STATENAM,YEAR,CROP,PROD
4225,HARYANA,1961,QGRAM,954.579
4226,PUNJAB,1961,QGRAM,749.438
4227,ANDHRA_PRADESH,1961,QGRAM,26.97
4228,MADHYA_PRADESH,1961,QGRAM,880.2
4229,RAJASTHAN,1961,QGRAM,993.7
4230,WEST_BENGAL,1961,QGRAM,106.6185122
4231,TAMIL_NADU,1961,QGRAM,1.12
4232,GUJARAT,1961,QGRAM,52.0
4233,UTTAR_PRADESH,1961,QGRAM,1518.059
4234,ORISSA,1961,QGRAM,9.437000000000001
4235,BIHAR,1961,QGRAM,299.661
4236,MAHARASHTRA,1961,QGRAM,134.2
4237,KARNATAKA,1961,QGRAM,45.32
4238,BIHAR,1962,QGRAM,283.018
4239,TAMIL_NADU,1962,QGRAM,1.78
4240,MADHYA_PRADESH,1962,QGRAM,874.3
4241,ORISSA,1962,QGRAM,22.143
4242,WEST_BENGAL,1962,QGRAM,104.31799720000001
4243,UTTAR_PRADESH,1962,QGRAM,1547.279
4244,ANDHRA_PRADESH,1962,QGRAM,26.68
4245,KARNATAKA,1962,QGRAM,44.66
4246,HARYANA,1962,QGRAM,844.3380000000001
4247,MAHARASHTRA,1962,QGRAM,163.4
4248,GUJARAT,1962,QGRAM,43.4
4249,PUNJAB,1962,QGRAM,652.304
4250,RAJASTHAN,1962,QGRAM,766.5
4251,MADHYA_PRADESH,1963,QGRAM,801.9
4252,WEST_BENGAL,1963,QGRAM,89.024
4253,PUNJAB,1963,QGRAM,494.961
4254,RAJASTHAN,1963,QGRAM,542.2
4255,ANDHRA_PRADESH,1963,QGRAM,25.69
4256,UTTAR_PRADESH,1963,QGRAM,1423.741
4257,KARNATAKA,1963,QGRAM,40.09
4258,ORISSA,1963,QGRAM,13.123
4259,TAMIL_NADU,1963,QGRAM,1.09
4260,HARYANA,1963,QGRAM,609.63
4261,MAHARASHTRA,1963,QGRAM,115.0
4262,GUJARAT,1963,QGRAM,61.2
4263,BIHAR,1963,QGRAM,249.736
4264,ANDHRA_PRADESH,1964,QGRAM,24.25
4265,MAHARASHTRA,1964,QGRAM,121.2
4266,ORISSA,1964,QGRAM,9.977
4267,GUJARAT,1964,QGRAM,47.4
4268,PUNJAB,1964,QGRAM,649.0
4269,HARYANA,1964,QGRAM,1036.6
4270,WEST_BENGAL,1964,QGRAM,78.0131315
4271,BIHAR,1964,QGRAM,281.492
4272,UTTAR_PRADESH,1964,QGRAM,1926.892
4273,KARNATAKA,1964,QGRAM,59.74
4274,TAMIL_NADU,1964,QGRAM,1.35
4275,RAJASTHAN,1964,QGRAM,722.1
4276,MADHYA_PRADESH,1964,QGRAM,844.1
4277,KARNATAKA,1965,QGRAM,53.22
4278,MAHARASHTRA,1965,QGRAM,78.5
4279,UTTAR_PRADESH,1965,QGRAM,1560.5610000000001
4280,HARYANA,1965,QGRAM,376.0
4281,ORISSA,1965,QGRAM,6.56
4282,MADHYA_PRADESH,1965,QGRAM,846.6
4283,RAJASTHAN,1965,QGRAM,414.0
4284,ANDHRA_PRADESH,1965,QGRAM,17.47
4285,WEST_BENGAL,1965,QGRAM,106.7070465
4286,BIHAR,1965,QGRAM,336.44599999999997
4287,PUNJAB,1965,QGRAM,360.0
4288,TAMIL_NADU,1965,QGRAM,1.27
4289,GUJARAT,1965,QGRAM,12.9
4290,BIHAR,1966,QGRAM,113.321
4291,ANDHRA_PRADESH,1966,QGRAM,17.42
4292,KARNATAKA,1966,QGRAM,54.94
4293,UTTAR_PRADESH,1966,QGRAM,961.8839999999999
4294,HARYANA,1966,QGRAM,494.0
4295,ORISSA,1966,QGRAM,11.446
4296,MADHYA_PRADESH,1966,QGRAM,615.1
4297,MAHARASHTRA,1966,QGRAM,112.5
4298,GUJARAT,1966,QGRAM,10.1
4299,TAMIL_NADU,1966,QGRAM,0.99
4300,PUNJAB,1966,QGRAM,494.1
4301,RAJASTHAN,1966,QGRAM,518.0
4302,WEST_BENGAL,1966,QGRAM,146.4391208
4303,MADHYA_PRADESH,1967,QGRAM,827.1
4304,RAJASTHAN,1967,QGRAM,1049.0
4305,BIHAR,1967,QGRAM,204.482
4306,MAHARASHTRA,1967,QGRAM,94.8
4307,TAMIL_NADU,1967,QGRAM,1.76
4308,ORISSA,1967,QGRAM,11.542
4309,WEST_BENGAL,1967,QGRAM,96.30761209999999
4310,HARYANA,1967,QGRAM,1161.0
4311,GUJARAT,1967,QGRAM,41.0
4312,KARNATAKA,1967,QGRAM,65.22
4313,UTTAR_PRADESH,1967,QGRAM,1624.8310000000001
4314,ANDHRA_PRADESH,1967,QGRAM,20.17
4315,PUNJAB,1967,QGRAM,453.0
4316,HARYANA,1968,QGRAM,490.0
4317,KARNATAKA,1968,QGRAM,73.49
4318,ANDHRA_PRADESH,1968,QGRAM,19.59
4319,WEST_BENGAL,1968,QGRAM,126.96700000000001
4320,PUNJAB,1968,QGRAM,216.0
4321,UTTAR_PRADESH,1968,QGRAM,1544.6070000000002
4322,BIHAR,1968,QGRAM,131.614
4323,MADHYA_PRADESH,1968,QGRAM,725.6
4324,ORISSA,1968,QGRAM,15.658
4325,TAMIL_NADU,1968,QGRAM,1.93
4326,RAJASTHAN,1968,QGRAM,515.0
4327,MAHARASHTRA,1968,QGRAM,118.3
4328,GUJARAT,1968,QGRAM,19.3
4329,WEST_BENGAL,1969,QGRAM,107.084
4330,TAMIL_NADU,1969,QGRAM,1.04
4331,RAJASTHAN,1969,QGRAM,773.0
4332,UTTAR_PRADESH,1969,QGRAM,1807.54
4333,ANDHRA_PRADESH,1969,QGRAM,21.57
4334,BIHAR,1969,QGRAM,129.958
4335,PUNJAB,1969,QGRAM,368.68699999999995
4336,HARYANA,1969,QGRAM,1052.0
4337,KARNATAKA,1969,QGRAM,70.81
4338,MADHYA_PRADESH,1969,QGRAM,848.8
4339,GUJARAT,1969,QGRAM,25.4
4340,ORISSA,1969,QGRAM,11.507
4341,MAHARASHTRA,1969,QGRAM,95.1
4342,MAHARASHTRA,1970,QGRAM,89.3
4343,GUJARAT,1970,QGRAM,55.3
4344,ANDHRA_PRADESH,1970,QGRAM,24.72
4345,PUNJAB,1970,QGRAM,268.219
4346,TAMIL_NADU,1970,QGRAM,2.34
4347,MADHYA_PRADESH,1970,QGRAM,855.1
4348,HARYANA,1970,QGRAM,728.0
4349,UTTAR_PRADESH,1970,QGRAM,1547.425
4350,BIHAR,1970,QGRAM,174.235
4351,WEST_BENGAL,1970,QGRAM,103.22200000000001
4352,KARNATAKA,1970,QGRAM,75.92
4353,ORISSA,1970,QGRAM,12.838
4354,RAJASTHAN,1970,QGRAM,1195.0
4355,ORISSA,1971,QGRAM,13.375
4356,PUNJAB,1971,QGRAM,267.21
4357,GUJARAT,1971,QGRAM,38.1
4358,MADHYA_PRADESH,1971,QGRAM,1147.8
4359,KARNATAKA,1971,QGRAM,69.97
4360,TAMIL_NADU,1971,QGRAM,2.16
4361,MAHARASHTRA,1971,QGRAM,131.0
4362,BIHAR,1971,QGRAM,170.30599999999998
4363,ANDHRA_PRADESH,1971,QGRAM,24.78
4364,RAJASTHAN,1971,QGRAM,885.0
4365,WEST_BENGAL,1971,QGRAM,90.42
4366,UTTAR_PRADESH,1971,QGRAM,1566.486
4367,HARYANA,1971,QGRAM,620.0
4368,ANDHRA_PRADESH,1972,QGRAM,18.49
4369,PUNJAB,1972,QGRAM,202.146
4370,UTTAR_PRADESH,1972,QGRAM,1461.151
4371,HARYANA,1972,QGRAM,473.02
4372,RAJASTHAN,1972,QGRAM,808.0
4373,WEST_BENGAL,1972,QGRAM,66.604
4374,MADHYA_PRADESH,1972,QGRAM,1107.7
4375,BIHAR,1972,QGRAM,133.622
4376,MAHARASHTRA,1972,QGRAM,48.6
4377,TAMIL_NADU,1972,QGRAM,5.07
4378,ORISSA,1972,QGRAM,11.276
4379,GUJARAT,1972,QGRAM,25.3
4380,KARNATAKA,1972,QGRAM,16.14
4381,GUJARAT,1973,QGRAM,66.5
4382,TAMIL_NADU,1973,QGRAM,6.96
4383,HARYANA,1973,QGRAM,402.82
4384,ORISSA,1973,QGRAM,14.083
4385,MAHARASHTRA,1973,QGRAM,128.7
4386,PUNJAB,1973,QGRAM,262.0
4387,MADHYA_PRADESH,1973,QGRAM,1056.3
4388,RAJASTHAN,1973,QGRAM,715.0
4389,WEST_BENGAL,1973,QGRAM,54.001000000000005
4390,KARNATAKA,1973,QGRAM,74.02
4391,UTTAR_PRADESH,1973,QGRAM,1044.122
4392,BIHAR,1973,QGRAM,114.28299999999999
4393,ANDHRA_PRADESH,1973,QGRAM,19.73
4394,ORISSA,1974,QGRAM,14.709000000000001
4395,MADHYA_PRADESH,1974,QGRAM,1142.6
4396,PUNJAB,1974,QGRAM,165.0
4397,RAJASTHAN,1974,QGRAM,794.0
4398,GUJARAT,1974,QGRAM,16.1
4399,BIHAR,1974,QGRAM,156.739
4400,ANDHRA_PRADESH,1974,QGRAM,27.41
4401,WEST_BENGAL,1974,QGRAM,56.071999999999996
4402,HARYANA,1974,QGRAM,311.0
4403,TAMIL_NADU,1974,QGRAM,4.84
4404,UTTAR_PRADESH,1974,QGRAM,999.546
4405,KARNATAKA,1974,QGRAM,74.87
4406,MAHARASHTRA,1974,QGRAM,143.6
4407,WEST_BENGAL,1975,QGRAM,79.063
4408,ANDHRA_PRADESH,1975,QGRAM,35.67
4409,RAJASTHAN,1975,QGRAM,1496.1
4410,MADHYA_PRADESH,1975,QGRAM,1225.2
4411,GUJARAT,1975,QGRAM,56.1
4412,TAMIL_NADU,1975,QGRAM,4.5
4413,UTTAR_PRADESH,1975,QGRAM,1232.759
4414,ORISSA,1975,QGRAM,14.939
4415,HARYANA,1975,QGRAM,798.0
4416,KARNATAKA,1975,QGRAM,80.14
4417,BIHAR,1975,QGRAM,134.765
4418,PUNJAB,1975,QGRAM,283.0
4419,MAHARASHTRA,1975,QGRAM,180.5
4420,UTTAR_PRADESH,1976,QGRAM,1334.0479999999998
4421,BIHAR,1976,QGRAM,141.0
4422,ORISSA,1976,QGRAM,12.255
4423,HARYANA,1976,QGRAM,454.0
4424,ANDHRA_PRADESH,1976,QGRAM,24.12
4425,KARNATAKA,1976,QGRAM,66.18
4426,GUJARAT,1976,QGRAM,53.5
4427,MADHYA_PRADESH,1976,QGRAM,1047.5
4428,MAHARASHTRA,1976,QGRAM,131.7
4429,WEST_BENGAL,1976,QGRAM,68.286
4430,TAMIL_NADU,1976,QGRAM,6.9
4431,PUNJAB,1976,QGRAM,241.0
4432,RAJASTHAN,1976,QGRAM,1364.7
4433,GUJARAT,1977,QGRAM,42.4
4434,ORISSA,1977,QGRAM,16.589000000000002
4435,ANDHRA_PRADESH,1977,QGRAM,21.0
4436,TAMIL_NADU,1977,QGRAM,3.5
4437,PUNJAB,1977,QGRAM,255.0
4438,RAJASTHAN,1977,QGRAM,1489.8
4439,MADHYA_PRADESH,1977,QGRAM,906.7
4440,HARYANA,1977,QGRAM,456.0
4441,MAHARASHTRA,1977,QGRAM,131.1
4442,BIHAR,1977,QGRAM,122.0
4443,KARNATAKA,1977,QGRAM,65.73
4444,WEST_BENGAL,1977,QGRAM,79.15100000000001
4445,UTTAR_PRADESH,1977,QGRAM,1203.488
4446,HARYANA,1978,QGRAM,496.0
4447,RAJASTHAN,1978,QGRAM,1637.2
4448,UTTAR_PRADESH,1978,QGRAM,1208.698
4449,WEST_BENGAL,1978,QGRAM,64.985
4450,MAHARASHTRA,1978,QGRAM,148.2
4451,TAMIL_NADU,1978,QGRAM,5.4
4452,ANDHRA_PRADESH,1978,QGRAM,15.74
4453,KARNATAKA,1978,QGRAM,67.8
4454,GUJARAT,1978,QGRAM,59.0
4455,BIHAR,1978,QGRAM,135.0
4456,MADHYA_PRADESH,1978,QGRAM,1001.4
4457,ORISSA,1978,QGRAM,23.385
4458,PUNJAB,1978,QGRAM,229.0
4459,TAMIL_NADU,1979,QGRAM,5.2
4460,MAHARASHTRA,1979,QGRAM,172.99999880000001
4461,BIHAR,1979,QGRAM,111.0
4462,PUNJAB,1979,QGRAM,127.0
4463,HARYANA,1979,QGRAM,166.0
4464,GUJARAT,1979,QGRAM,31.0000006
4465,MADHYA_PRADESH,1979,QGRAM,924.0000023
4466,WEST_BENGAL,1979,QGRAM,72.292
4467,KARNATAKA,1979,QGRAM,74.09999859999999
4468,ANDHRA_PRADESH,1979,QGRAM,19.0636651
4469,UTTAR_PRADESH,1979,QGRAM,662.525
4470,RAJASTHAN,1979,QGRAM,749.9999922000001
4471,ORISSA,1979,QGRAM,16.999000000000002
4472,ANDHRA_PRADESH,1980,QGRAM,13.574128
4473,PUNJAB,1980,QGRAM,124.0
4474,ORISSA,1980,QGRAM,26.244
4475,KARNATAKA,1980,QGRAM,57.60000060000001
4476,TAMIL_NADU,1980,QGRAM,6.599999799999999
4477,MAHARASHTRA,1980,QGRAM,149.9999998
4478,UTTAR_PRADESH,1980,QGRAM,1445.317
4479,RAJASTHAN,1980,QGRAM,853.9999832999998
4480,MADHYA_PRADESH,1980,QGRAM,1063.000005
4481,HARYANA,1980,QGRAM,210.0
4482,WEST_BENGAL,1980,QGRAM,55.513999999999996
4483,BIHAR,1980,QGRAM,142.0
4484,GUJARAT,1980,QGRAM,46.99999879999999
4485,MADHYA_PRADESH,1981,QGRAM,1361.999982
4486,RAJASTHAN,1981,QGRAM,1256.999988
4487,PUNJAB,1981,QGRAM,93.0
4488,GUJARAT,1981,QGRAM,69.99999940000001
4489,BIHAR,1981,QGRAM,137.0
4490,ORISSA,1981,QGRAM,28.043000000000003
4491,KARNATAKA,1981,QGRAM,74.000001
4492,MAHARASHTRA,1981,QGRAM,177.0000009
4493,TAMIL_NADU,1981,QGRAM,9.2000002
4494,HARYANA,1981,QGRAM,165.0
4495,ANDHRA_PRADESH,1981,QGRAM,13.574128
4496,UTTAR_PRADESH,1981,QGRAM,1060.6860000000001
4497,WEST_BENGAL,1981,QGRAM,42.899999900000005
4498,WEST_BENGAL,1982,QGRAM,50.602
4499,GUJARAT,1982,QGRAM,120.79999579999999
4500,RAJASTHAN,1982,QGRAM,1317.999994
4501,HARYANA,1982,QGRAM,144.0
4502,MADHYA_PRADESH,1982,QGRAM,1643.700002
4503,BIHAR,1982,QGRAM,141.254
4504,KARNATAKA,1982,QGRAM,69.2000003
4505,ANDHRA_PRADESH,1982,QGRAM,25.651109899999998
4506,MAHARASHTRA,1982,QGRAM,147.8999986
4507,TAMIL_NADU,1982,QGRAM,4.7
4508,ORISSA,1982,QGRAM,25.124000000000002
4509,PUNJAB,1982,QGRAM,51.003
4510,UTTAR_PRADESH,1982,QGRAM,1325.172
4511,MADHYA_PRADESH,1983,QGRAM,1455.099992
4512,UTTAR_PRADESH,1983,QGRAM,1150.915
4513,WEST_BENGAL,1983,QGRAM,56.73
4514,HARYANA,1983,QGRAM,156.0
4515,KARNATAKA,1983,QGRAM,74.9999998
4516,ORISSA,1983,QGRAM,28.409000000000002
4517,RAJASTHAN,1983,QGRAM,1088.8
4518,TAMIL_NADU,1983,QGRAM,7.000000200000001
4519,MAHARASHTRA,1983,QGRAM,211.80000090000001
4520,GUJARAT,1983,QGRAM,117.3999979
4521,BIHAR,1983,QGRAM,173.737
4522,ANDHRA_PRADESH,1983,QGRAM,22.956246
4523,PUNJAB,1983,QGRAM,44.001999999999995
4524,MADHYA_PRADESH,1984,QGRAM,1282.1
4525,MAHARASHTRA,1984,QGRAM,201.7
4526,UTTAR_PRADESH,1984,QGRAM,1272.643
4527,ANDHRA_PRADESH,1984,QGRAM,13.2
4528,TAMIL_NADU,1984,QGRAM,3.72
4529,KARNATAKA,1984,QGRAM,77.072
4530,HARYANA,1984,QGRAM,293.0
4531,WEST_BENGAL,1984,QGRAM,49.858000000000004
4532,PUNJAB,1984,QGRAM,52.0
4533,GUJARAT,1984,QGRAM,101.2
4534,RAJASTHAN,1984,QGRAM,945.8810000000001
4535,BIHAR,1984,QGRAM,138.882
4536,ORISSA,1984,QGRAM,25.728
4537,HARYANA,1985,QGRAM,581.00001
4538,TAMIL_NADU,1985,QGRAM,5.422999999999999
4539,MADHYA_PRADESH,1985,QGRAM,1464.0
4540,KARNATAKA,1985,QGRAM,53.133
4541,UTTAR_PRADESH,1985,QGRAM,1326.4260000000002
4542,ORISSA,1985,QGRAM,23.12
4543,WEST_BENGAL,1985,QGRAM,59.841
4544,BIHAR,1985,QGRAM,160.047
4545,ANDHRA_PRADESH,1985,QGRAM,13.4
4546,MAHARASHTRA,1985,QGRAM,175.6
4547,GUJARAT,1985,QGRAM,45.5
4548,PUNJAB,1985,QGRAM,79.0
4549,RAJASTHAN,1985,QGRAM,1586.99
4550,PUNJAB,1986,QGRAM,68.0
4551,RAJASTHAN,1986,QGRAM,744.265
4552,HARYANA,1986,QGRAM,390.0
4553,MADHYA_PRADESH,1986,QGRAM,1371.2
4554,MAHARASHTRA,1986,QGRAM,129.4
4555,TAMIL_NADU,1986,QGRAM,4.748
4556,ANDHRA_PRADESH,1986,QGRAM,18.3
4557,GUJARAT,1986,QGRAM,28.1
4558,WEST_BENGAL,1986,QGRAM,50.201
4559,ORISSA,1986,QGRAM,28.926
4560,UTTAR_PRADESH,1986,QGRAM,1232.938
4561,KARNATAKA,1986,QGRAM,83.34
4562,BIHAR,1986,QGRAM,149.194
4563,UTTAR_PRADESH,1987,QGRAM,1056.14
4564,PUNJAB,1987,QGRAM,0.0
4565,BIHAR,1987,QGRAM,139.60399999999998
4566,MAHARASHTRA,1987,QGRAM,228.5
4567,ANDHRA_PRADESH,1987,QGRAM,17.7
4568,KARNATAKA,1987,QGRAM,102.74
4569,TAMIL_NADU,1987,QGRAM,4.988
4570,HARYANA,1987,QGRAM,62.0
4571,GUJARAT,1987,QGRAM,10.9
4572,RAJASTHAN,1987,QGRAM,409.154
4573,ORISSA,1987,QGRAM,26.131999999999998
4574,MADHYA_PRADESH,1987,QGRAM,1469.5
4575,WEST_BENGAL,1987,QGRAM,40.513000000000005
4576,BIHAR,1956,QTUR,48.938
4577,HARYANA,1956,QTUR,27.958000000000002
4578,WEST_BENGAL,1956,QTUR,0.0
4579,MADHYA_PRADESH,1956,QTUR,417.36300000000006
4580,KARNATAKA,1956,QTUR,181.31799999999998
4581,UTTAR_PRADESH,1956,QTUR,762.1089999999999
4582,GUJARAT,1956,QTUR,206.865
4583,RAJASTHAN,1956,QTUR,7.4110000000000005
4584,ORISSA,1956,QTUR,9.09
4585,ANDHRA_PRADESH,1956,QTUR,67.234
4586,PUNJAB,1956,QTUR,34.733000000000004
4587,MAHARASHTRA,1956,QTUR,436.3
4588,TAMIL_NADU,1956,QTUR,77.932
4589,MADHYA_PRADESH,1957,QTUR,417.36300000000006
4590,MAHARASHTRA,1957,QTUR,436.3
4591,WEST_BENGAL,1957,QTUR,0.0
4592,UTTAR_PRADESH,1957,QTUR,762.1089999999999
4593,HARYANA,1957,QTUR,27.958000000000002
4594,ORISSA,1957,QTUR,8.499
4595,TAMIL_NADU,1957,QTUR,77.932
4596,ANDHRA_PRADESH,1957,QTUR,67.234
4597,GUJARAT,1957,QTUR,206.865
4598,KARNATAKA,1957,QTUR,181.31799999999998
4599,RAJASTHAN,1957,QTUR,7.4110000000000005
4600,BIHAR,1957,QTUR,83.05799999999999
4601,PUNJAB,1957,QTUR,34.733000000000004
4602,BIHAR,1958,QTUR,130.759
4603,HARYANA,1958,QTUR,27.958000000000002
4604,ANDHRA_PRADESH,1958,QTUR,67.234
4605,WEST_BENGAL,1958,QTUR,0.0
4606,GUJARAT,1958,QTUR,206.865
4607,TAMIL_NADU,1958,QTUR,77.932
4608,UTTAR_PRADESH,1958,QTUR,762.1089999999999
4609,KARNATAKA,1958,QTUR,181.31799999999998
4610,MADHYA_PRADESH,1958,QTUR,417.36300000000006
4611,RAJASTHAN,1958,QTUR,7.4110000000000005
4612,PUNJAB,1958,QTUR,34.733000000000004
4613,ORISSA,1958,QTUR,7.401
4614,MAHARASHTRA,1958,QTUR,436.3
4615,RAJASTHAN,1959,QTUR,7.4110000000000005
4616,HARYANA,1959,QTUR,27.958000000000002
4617,MADHYA_PRADESH,1959,QTUR,417.36300000000006
4618,BIHAR,1959,QTUR,111.064
4619,UTTAR_PRADESH,1959,QTUR,762.1089999999999
4620,WEST_BENGAL,1959,QTUR,0.0
4621,ANDHRA_PRADESH,1959,QTUR,67.234
4622,GUJARAT,1959,QTUR,206.865
4623,ORISSA,1959,QTUR,6.96
4624,TAMIL_NADU,1959,QTUR,77.932
4625,MAHARASHTRA,1959,QTUR,436.3
4626,PUNJAB,1959,QTUR,34.733000000000004
4627,KARNATAKA,1959,QTUR,181.31799999999998
4628,PUNJAB,1960,QTUR,34.733000000000004
4629,ORISSA,1960,QTUR,6.4110000000000005
4630,UTTAR_PRADESH,1960,QTUR,762.1089999999999
4631,HARYANA,1960,QTUR,27.958000000000002
4632,RAJASTHAN,1960,QTUR,7.4110000000000005
4633,ANDHRA_PRADESH,1960,QTUR,67.234
4634,WEST_BENGAL,1960,QTUR,0.0
4635,MADHYA_PRADESH,1960,QTUR,417.36300000000006
4636,GUJARAT,1960,QTUR,206.865
4637,TAMIL_NADU,1960,QTUR,77.932
4638,MAHARASHTRA,1960,QTUR,436.3
4639,KARNATAKA,1960,QTUR,181.31799999999998
4640,BIHAR,1960,QTUR,110.461
4641,HARYANA,1961,QTUR,27.958000000000002
4642,PUNJAB,1961,QTUR,34.733000000000004
4643,ANDHRA_PRADESH,1961,QTUR,67.234
4644,MADHYA_PRADESH,1961,QTUR,417.36300000000006
4645,RAJASTHAN,1961,QTUR,7.4110000000000005
4646,WEST_BENGAL,1961,QTUR,0.0
4647,TAMIL_NADU,1961,QTUR,77.932
4648,GUJARAT,1961,QTUR,206.865
4649,UTTAR_PRADESH,1961,QTUR,762.1089999999999
4650,ORISSA,1961,QTUR,8.851
4651,BIHAR,1961,QTUR,90.565
4652,MAHARASHTRA,1961,QTUR,436.3
4653,KARNATAKA,1961,QTUR,181.31799999999998
4654,BIHAR,1962,QTUR,129.42600000000002
4655,TAMIL_NADU,1962,QTUR,77.932
4656,MADHYA_PRADESH,1962,QTUR,417.36300000000006
4657,ORISSA,1962,QTUR,20.767
4658,WEST_BENGAL,1962,QTUR,0.0
4659,UTTAR_PRADESH,1962,QTUR,762.1089999999999
4660,ANDHRA_PRADESH,1962,QTUR,67.234
4661,KARNATAKA,1962,QTUR,181.31799999999998
4662,HARYANA,1962,QTUR,27.958000000000002
4663,MAHARASHTRA,1962,QTUR,436.3
4664,GUJARAT,1962,QTUR,206.865
4665,PUNJAB,1962,QTUR,34.733000000000004
4666,RAJASTHAN,1962,QTUR,7.4110000000000005
4667,MADHYA_PRADESH,1963,QTUR,417.36300000000006
4668,WEST_BENGAL,1963,QTUR,0.0
4669,PUNJAB,1963,QTUR,34.733000000000004
4670,RAJASTHAN,1963,QTUR,7.4110000000000005
4671,ANDHRA_PRADESH,1963,QTUR,67.234
4672,UTTAR_PRADESH,1963,QTUR,762.1089999999999
4673,KARNATAKA,1963,QTUR,181.31799999999998
4674,ORISSA,1963,QTUR,22.070999999999998
4675,TAMIL_NADU,1963,QTUR,77.932
4676,HARYANA,1963,QTUR,27.958000000000002
4677,MAHARASHTRA,1963,QTUR,436.3
4678,GUJARAT,1963,QTUR,206.865
4679,BIHAR,1963,QTUR,122.439
4680,ANDHRA_PRADESH,1964,QTUR,67.234
4681,MAHARASHTRA,1964,QTUR,436.3
4682,ORISSA,1964,QTUR,22.208000000000002
4683,GUJARAT,1964,QTUR,206.865
4684,PUNJAB,1964,QTUR,34.733000000000004
4685,HARYANA,1964,QTUR,27.958000000000002
4686,WEST_BENGAL,1964,QTUR,0.0
4687,BIHAR,1964,QTUR,138.799
4688,UTTAR_PRADESH,1964,QTUR,762.1089999999999
4689,KARNATAKA,1964,QTUR,181.31799999999998
4690,TAMIL_NADU,1964,QTUR,77.932
4691,RAJASTHAN,1964,QTUR,7.4110000000000005
4692,MADHYA_PRADESH,1964,QTUR,417.36300000000006
4693,KARNATAKA,1965,QTUR,181.31799999999998
4694,MAHARASHTRA,1965,QTUR,436.3
4695,UTTAR_PRADESH,1965,QTUR,762.1089999999999
4696,HARYANA,1965,QTUR,27.958000000000002
4697,ORISSA,1965,QTUR,12.53
4698,MADHYA_PRADESH,1965,QTUR,417.36300000000006
4699,RAJASTHAN,1965,QTUR,7.4110000000000005
4700,ANDHRA_PRADESH,1965,QTUR,67.234
4701,WEST_BENGAL,1965,QTUR,0.0
4702,BIHAR,1965,QTUR,147.768
4703,PUNJAB,1965,QTUR,34.733000000000004
4704,TAMIL_NADU,1965,QTUR,77.932
4705,GUJARAT,1965,QTUR,206.865
4706,BIHAR,1966,QTUR,90.69200000000001
4707,ANDHRA_PRADESH,1966,QTUR,67.234
4708,KARNATAKA,1966,QTUR,181.31799999999998
4709,UTTAR_PRADESH,1966,QTUR,762.1089999999999
4710,HARYANA,1966,QTUR,27.958000000000002
4711,ORISSA,1966,QTUR,16.724
4712,MADHYA_PRADESH,1966,QTUR,417.36300000000006
4713,MAHARASHTRA,1966,QTUR,436.3
4714,GUJARAT,1966,QTUR,206.865
4715,TAMIL_NADU,1966,QTUR,77.932
4716,PUNJAB,1966,QTUR,34.733000000000004
4717,RAJASTHAN,1966,QTUR,7.4110000000000005
4718,WEST_BENGAL,1966,QTUR,0.0
4719,MADHYA_PRADESH,1967,QTUR,417.36300000000006
4720,RAJASTHAN,1967,QTUR,7.4110000000000005
4721,BIHAR,1967,QTUR,157.173
4722,MAHARASHTRA,1967,QTUR,436.3
4723,TAMIL_NADU,1967,QTUR,77.932
4724,ORISSA,1967,QTUR,20.7
4725,WEST_BENGAL,1967,QTUR,0.0
4726,HARYANA,1967,QTUR,27.958000000000002
4727,GUJARAT,1967,QTUR,206.865
4728,KARNATAKA,1967,QTUR,181.31799999999998
4729,UTTAR_PRADESH,1967,QTUR,762.1089999999999
4730,ANDHRA_PRADESH,1967,QTUR,67.234
4731,PUNJAB,1967,QTUR,34.733000000000004
4732,HARYANA,1968,QTUR,27.958000000000002
4733,KARNATAKA,1968,QTUR,181.31799999999998
4734,ANDHRA_PRADESH,1968,QTUR,67.234
4735,WEST_BENGAL,1968,QTUR,0.0
4736,PUNJAB,1968,QTUR,34.733000000000004
4737,UTTAR_PRADESH,1968,QTUR,762.1089999999999
4738,BIHAR,1968,QTUR,145.36
4739,MADHYA_PRADESH,1968,QTUR,417.36300000000006
4740,ORISSA,1968,QTUR,19.515
4741,TAMIL_NADU,1968,QTUR,77.932
4742,RAJASTHAN,1968,QTUR,7.4110000000000005
4743,MAHARASHTRA,1968,QTUR,436.3
4744,GUJARAT,1968,QTUR,206.865
4745,WEST_BENGAL,1969,QTUR,0.0
4746,TAMIL_NADU,1969,QTUR,77.932
4747,RAJASTHAN,1969,QTUR,7.4110000000000005
4748,UTTAR_PRADESH,1969,QTUR,762.1089999999999
4749,ANDHRA_PRADESH,1969,QTUR,67.234
4750,BIHAR,1969,QTUR,145.36
4751,PUNJAB,1969,QTUR,34.733000000000004
4752,HARYANA,1969,QTUR,27.958000000000002
4753,KARNATAKA,1969,QTUR,181.31799999999998
4754,MADHYA_PRADESH,1969,QTUR,417.36300000000006
4755,GUJARAT,1969,QTUR,206.865
4756,ORISSA,1969,QTUR,26.395
4757,MAHARASHTRA,1969,QTUR,436.3
4758,MAHARASHTRA,1970,QTUR,436.3
4759,GUJARAT,1970,QTUR,206.865
4760,ANDHRA_PRADESH,1970,QTUR,67.234
4761,PUNJAB,1970,QTUR,34.733000000000004
4762,TAMIL_NADU,1970,QTUR,77.932
4763,MADHYA_PRADESH,1970,QTUR,417.36300000000006
4764,HARYANA,1970,QTUR,27.958000000000002
4765,UTTAR_PRADESH,1970,QTUR,762.1089999999999
