,STATENAM,YEAR,CROP,AREA
4311,GUJARAT,1967,AGRAM,69.3
4312,KARNATAKA,1967,AGRAM,165.38
4313,UTTAR_PRADESH,1967,AGRAM,2263.326742
4314,ANDHRA_PRADESH,1967,AGRAM,82.41
4315,PUNJAB,1967,AGRAM,548.0
4316,HARYANA,1968,AGRAM,629.0
4317,KARNATAKA,1968,AGRAM,175.56
4318,ANDHRA_PRADESH,1968,AGRAM,82.49
4319,WEST_BENGAL,1968,AGRAM,165.7
4320,PUNJAB,1968,AGRAM,326.0
4321,UTTAR_PRADESH,1968,AGRAM,2188.035
4322,BIHAR,1968,AGRAM,238.90400000000002
4323,MADHYA_PRADESH,1968,AGRAM,1493.1
4324,ORISSA,1968,AGRAM,15.186
4325,TAMIL_NADU,1968,AGRAM,3.77
4326,RAJASTHAN,1968,AGRAM,999.0
4327,MAHARASHTRA,1968,AGRAM,354.9
4328,GUJARAT,1968,AGRAM,42.3
4329,WEST_BENGAL,1969,AGRAM,162.9
4330,TAMIL_NADU,1969,AGRAM,1.84
4331,RAJASTHAN,1969,AGRAM,1276.0
4332,UTTAR_PRADESH,1969,AGRAM,2185.384
4333,ANDHRA_PRADESH,1969,AGRAM,80.2
4334,BIHAR,1969,AGRAM,238.90400000000002
4335,PUNJAB,1969,AGRAM,355.092
4336,HARYANA,1969,AGRAM,1003.4
4337,KARNATAKA,1969,AGRAM,171.09
4338,MADHYA_PRADESH,1969,AGRAM,1537.5
4339,GUJARAT,1969,AGRAM,53.5
4340,ORISSA,1969,AGRAM,20.473
4341,MAHARASHTRA,1969,AGRAM,346.4
4342,MAHARASHTRA,1970,AGRAM,310.3
4343,GUJARAT,1970,AGRAM,73.0
4344,ANDHRA_PRADESH,1970,AGRAM,73.12
4345,PUNJAB,1970,AGRAM,340.029
4346,TAMIL_NADU,1970,AGRAM,4.35
4347,MADHYA_PRADESH,1970,AGRAM,1616.4
4348,HARYANA,1970,AGRAM,985.0
4349,UTTAR_PRADESH,1970,AGRAM,2086.1220000000003
4350,BIHAR,1970,AGRAM,244.356
4351,WEST_BENGAL,1970,AGRAM,155.1
4352,KARNATAKA,1970,AGRAM,162.74
4353,ORISSA,1970,AGRAM,21.459
4354,RAJASTHAN,1970,AGRAM,1617.0
4355,ORISSA,1971,AGRAM,22.034000000000002
4356,PUNJAB,1971,AGRAM,327.962
4357,GUJARAT,1971,AGRAM,66.6
4358,MADHYA_PRADESH,1971,AGRAM,1682.4
4359,KARNATAKA,1971,AGRAM,167.03
4360,TAMIL_NADU,1971,AGRAM,3.52
4361,MAHARASHTRA,1971,AGRAM,433.5
4362,BIHAR,1971,AGRAM,241.25400000000002
4363,ANDHRA_PRADESH,1971,AGRAM,66.07
4364,RAJASTHAN,1971,AGRAM,1642.0
4365,WEST_BENGAL,1971,AGRAM,134.7
4366,UTTAR_PRADESH,1971,AGRAM,1988.56
4367,HARYANA,1971,AGRAM,1076.0
4368,ANDHRA_PRADESH,1972,AGRAM,72.51
4369,PUNJAB,1972,AGRAM,242.917
4370,UTTAR_PRADESH,1972,AGRAM,1920.431
4371,HARYANA,1972,AGRAM,854.0
4372,RAJASTHAN,1972,AGRAM,1204.0
4373,WEST_BENGAL,1972,AGRAM,116.4
4374,MADHYA_PRADESH,1972,AGRAM,1621.8
4375,BIHAR,1972,AGRAM,261.60200000000003
4376,MAHARASHTRA,1972,AGRAM,259.0
4377,TAMIL_NADU,1972,AGRAM,8.43
4378,ORISSA,1972,AGRAM,20.906
4379,GUJARAT,1972,AGRAM,30.0
4380,KARNATAKA,1972,AGRAM,137.03
4381,GUJARAT,1973,AGRAM,73.3
4382,TAMIL_NADU,1973,AGRAM,11.46
4383,HARYANA,1973,AGRAM,914.0
4384,ORISSA,1973,AGRAM,27.866999999999997
4385,MAHARASHTRA,1973,AGRAM,350.6
4386,PUNJAB,1973,AGRAM,267.0
4387,MADHYA_PRADESH,1973,AGRAM,1848.2
4388,RAJASTHAN,1973,AGRAM,1501.0
4389,WEST_BENGAL,1973,AGRAM,94.2
4390,KARNATAKA,1973,AGRAM,155.29
4391,UTTAR_PRADESH,1973,AGRAM,1955.868
4392,BIHAR,1973,AGRAM,264.473
4393,ANDHRA_PRADESH,1973,AGRAM,58.38
4394,ORISSA,1974,AGRAM,27.14
4395,MADHYA_PRADESH,1974,AGRAM,1837.5
4396,PUNJAB,1974,AGRAM,207.0
4397,RAJASTHAN,1974,AGRAM,1422.0
4398,GUJARAT,1974,AGRAM,38.6
4399,BIHAR,1974,AGRAM,248.19099999999997
4400,ANDHRA_PRADESH,1974,AGRAM,67.05
4401,WEST_BENGAL,1974,AGRAM,77.0
4402,HARYANA,1974,AGRAM,647.0
4403,TAMIL_NADU,1974,AGRAM,12.82
4404,UTTAR_PRADESH,1974,AGRAM,1706.4489999999998
4405,KARNATAKA,1974,AGRAM,166.59
4406,MAHARASHTRA,1974,AGRAM,408.0
4407,WEST_BENGAL,1975,AGRAM,99.4
4408,ANDHRA_PRADESH,1975,AGRAM,87.04
4409,RAJASTHAN,1975,AGRAM,1950.2
4410,MADHYA_PRADESH,1975,AGRAM,1914.4
4411,GUJARAT,1975,AGRAM,85.7
4412,TAMIL_NADU,1975,AGRAM,7.6
4413,UTTAR_PRADESH,1975,AGRAM,1713.0970000000002
4414,ORISSA,1975,AGRAM,30.669
4415,HARYANA,1975,AGRAM,879.0
4416,KARNATAKA,1975,AGRAM,178.82
4417,BIHAR,1975,AGRAM,245.107
4418,PUNJAB,1975,AGRAM,307.0
4419,MAHARASHTRA,1975,AGRAM,446.3
4420,UTTAR_PRADESH,1976,AGRAM,1476.3229999999999
4421,BIHAR,1976,AGRAM,235.0
4422,ORISSA,1976,AGRAM,28.326999999999998
4423,HARYANA,1976,AGRAM,511.0
4424,ANDHRA_PRADESH,1976,AGRAM,76.96
4425,KARNATAKA,1976,AGRAM,160.1
4426,GUJARAT,1976,AGRAM,85.4
4427,MADHYA_PRADESH,1976,AGRAM,1994.4
4428,MAHARASHTRA,1976,AGRAM,420.8
4429,WEST_BENGAL,1976,AGRAM,98.2
4430,TAMIL_NADU,1976,AGRAM,12.1
4431,PUNJAB,1976,AGRAM,285.0
4432,RAJASTHAN,1976,AGRAM,1775.4
4433,GUJARAT,1977,AGRAM,69.7
4434,ORISSA,1977,AGRAM,33.272
4435,ANDHRA_PRADESH,1977,AGRAM,62.78
4436,TAMIL_NADU,1977,AGRAM,7.4
4437,PUNJAB,1977,AGRAM,285.0
4438,RAJASTHAN,1977,AGRAM,1864.2
4439,MADHYA_PRADESH,1977,AGRAM,1776.6
4440,HARYANA,1977,AGRAM,533.0
4441,MAHARASHTRA,1977,AGRAM,424.3
4442,BIHAR,1977,AGRAM,228.0
4443,KARNATAKA,1977,AGRAM,167.57
4444,WEST_BENGAL,1977,AGRAM,89.1
4445,UTTAR_PRADESH,1977,AGRAM,1639.816
4446,HARYANA,1978,AGRAM,492.0
4447,RAJASTHAN,1978,AGRAM,1745.9
4448,UTTAR_PRADESH,1978,AGRAM,1618.5620000000001
4449,WEST_BENGAL,1978,AGRAM,100.0
4450,MAHARASHTRA,1978,AGRAM,433.0
4451,TAMIL_NADU,1978,AGRAM,9.4
4452,ANDHRA_PRADESH,1978,AGRAM,56.93
4453,KARNATAKA,1978,AGRAM,163.7
4454,GUJARAT,1978,AGRAM,67.2
4455,BIHAR,1978,AGRAM,217.0
4456,MADHYA_PRADESH,1978,AGRAM,1735.7
4457,ORISSA,1978,AGRAM,44.623999999999995
4458,PUNJAB,1978,AGRAM,282.0
4459,TAMIL_NADU,1979,AGRAM,8.799999699999999
4460,MAHARASHTRA,1979,AGRAM,452.9999973999999
4461,BIHAR,1979,AGRAM,185.0
4462,PUNJAB,1979,AGRAM,183.0
4463,HARYANA,1979,AGRAM,271.0
4464,GUJARAT,1979,AGRAM,55.300000399999995
4465,MADHYA_PRADESH,1979,AGRAM,2174.0000059999998
4466,WEST_BENGAL,1979,AGRAM,104.3
4467,KARNATAKA,1979,AGRAM,178.7000017
4468,ANDHRA_PRADESH,1979,AGRAM,63.2222625
4469,UTTAR_PRADESH,1979,AGRAM,1532.2
4470,RAJASTHAN,1979,AGRAM,1378.0000109999999
4471,ORISSA,1979,AGRAM,40.813
4472,ANDHRA_PRADESH,1980,AGRAM,45.544
4473,PUNJAB,1980,AGRAM,203.0
4474,ORISSA,1980,AGRAM,50.049
4475,KARNATAKA,1980,AGRAM,143.4999947
4476,TAMIL_NADU,1980,AGRAM,11.0999998
4477,MAHARASHTRA,1980,AGRAM,429.0
4478,UTTAR_PRADESH,1980,AGRAM,1470.0870000000002
4479,RAJASTHAN,1980,AGRAM,1224.99999
4480,MADHYA_PRADESH,1980,AGRAM,1807.0
4481,HARYANA,1980,AGRAM,310.0
4482,WEST_BENGAL,1980,AGRAM,96.4
4483,BIHAR,1980,AGRAM,193.0
4484,GUJARAT,1980,AGRAM,74.09999959999999
4485,MADHYA_PRADESH,1981,AGRAM,2029.000003
4486,RAJASTHAN,1981,AGRAM,1934.999966
4487,PUNJAB,1981,AGRAM,204.0
4488,GUJARAT,1981,AGRAM,104.40000040000001
4489,BIHAR,1981,AGRAM,181.0
4490,ORISSA,1981,AGRAM,42.828
4491,KARNATAKA,1981,AGRAM,165.4999981
4492,MAHARASHTRA,1981,AGRAM,461.00000660000006
4493,TAMIL_NADU,1981,AGRAM,15.8
4494,HARYANA,1981,AGRAM,457.0
4495,ANDHRA_PRADESH,1981,AGRAM,46.0433859
4496,UTTAR_PRADESH,1981,AGRAM,1552.8475
4497,WEST_BENGAL,1981,AGRAM,64.6733435
4498,WEST_BENGAL,1982,AGRAM,72.785
4499,GUJARAT,1982,AGRAM,157.1999976
4500,RAJASTHAN,1982,AGRAM,1756.1999829999997
4501,HARYANA,1982,AGRAM,234.0
4502,MADHYA_PRADESH,1982,AGRAM,2387.399991
4503,BIHAR,1982,AGRAM,191.872
4504,KARNATAKA,1982,AGRAM,144.9999969
4505,ANDHRA_PRADESH,1982,AGRAM,59.9263157
4506,MAHARASHTRA,1982,AGRAM,436.7999943
4507,TAMIL_NADU,1982,AGRAM,8.4000002
4508,ORISSA,1982,AGRAM,36.823
4509,PUNJAB,1982,AGRAM,100.0
4510,UTTAR_PRADESH,1982,AGRAM,1467.961
4511,MADHYA_PRADESH,1983,AGRAM,2254.099994
4512,UTTAR_PRADESH,1983,AGRAM,1321.3129999999999
4513,WEST_BENGAL,1983,AGRAM,62.07
4514,HARYANA,1983,AGRAM,282.0
4515,KARNATAKA,1983,AGRAM,176.4000007
4516,ORISSA,1983,AGRAM,48.823
4517,RAJASTHAN,1983,AGRAM,1796.500018
4518,TAMIL_NADU,1983,AGRAM,11.7999994
4519,MAHARASHTRA,1983,AGRAM,494.8999961
4520,GUJARAT,1983,AGRAM,122.1000023
4521,BIHAR,1983,AGRAM,188.97099999999998
4522,ANDHRA_PRADESH,1983,AGRAM,53.6340525
4523,PUNJAB,1983,AGRAM,79.0
4524,MADHYA_PRADESH,1984,AGRAM,2071.2
4525,MAHARASHTRA,1984,AGRAM,509.3
4526,UTTAR_PRADESH,1984,AGRAM,1364.2020000000002
4527,ANDHRA_PRADESH,1984,AGRAM,47.4
4528,TAMIL_NADU,1984,AGRAM,5.86
4529,KARNATAKA,1984,AGRAM,177.472
4530,HARYANA,1984,AGRAM,583.0
4531,WEST_BENGAL,1984,AGRAM,63.028
4532,PUNJAB,1984,AGRAM,86.0
4533,GUJARAT,1984,AGRAM,115.7
4534,RAJASTHAN,1984,AGRAM,1517.8139999999999
4535,BIHAR,1984,AGRAM,167.68
4536,ORISSA,1984,AGRAM,46.937
4537,HARYANA,1985,AGRAM,712.99999
4538,TAMIL_NADU,1985,AGRAM,8.407
4539,MADHYA_PRADESH,1985,AGRAM,2146.7
4540,KARNATAKA,1985,AGRAM,169.916
4541,UTTAR_PRADESH,1985,AGRAM,1534.415
4542,ORISSA,1985,AGRAM,41.972
4543,WEST_BENGAL,1985,AGRAM,68.67
4544,BIHAR,1985,AGRAM,190.636
4545,ANDHRA_PRADESH,1985,AGRAM,45.3
4546,MAHARASHTRA,1985,AGRAM,533.8
4547,GUJARAT,1985,AGRAM,80.8
4548,PUNJAB,1985,AGRAM,89.0
4549,RAJASTHAN,1985,AGRAM,1921.848
4550,PUNJAB,1986,AGRAM,93.0
4551,RAJASTHAN,1986,AGRAM,1293.132
4552,HARYANA,1986,AGRAM,578.00001
4553,MADHYA_PRADESH,1986,AGRAM,2090.3
4554,MAHARASHTRA,1986,AGRAM,482.4
4555,TAMIL_NADU,1986,AGRAM,6.976
4556,ANDHRA_PRADESH,1986,AGRAM,47.8
4557,GUJARAT,1986,AGRAM,43.6
4558,WEST_BENGAL,1986,AGRAM,70.095
4559,ORISSA,1986,AGRAM,41.922
4560,UTTAR_PRADESH,1986,AGRAM,1491.871
4561,KARNATAKA,1986,AGRAM,217.237
4562,BIHAR,1986,AGRAM,185.987
4563,UTTAR_PRADESH,1987,AGRAM,1391.649
4564,PUNJAB,1987,AGRAM,0.0
4565,BIHAR,1987,AGRAM,185.058
4566,MAHARASHTRA,1987,AGRAM,559.7
4567,ANDHRA_PRADESH,1987,AGRAM,52.0
4568,KARNATAKA,1987,AGRAM,244.951
4569,TAMIL_NADU,1987,AGRAM,7.511
4570,HARYANA,1987,AGRAM,191.0
4571,GUJARAT,1987,AGRAM,19.5
4572,RAJASTHAN,1987,AGRAM,678.82
4573,ORISSA,1987,AGRAM,46.492
4574,MADHYA_PRADESH,1987,AGRAM,2236.8
4575,WEST_BENGAL,1987,AGRAM,65.918
4576,BIHAR,1956,ATUR,128.039
4577,HARYANA,1956,ATUR,27.914
4578,WEST_BENGAL,1956,ATUR,0.0
4579,MADHYA_PRADESH,1956,ATUR,486.501
4580,KARNATAKA,1956,ATUR,401.276
4581,UTTAR_PRADESH,1956,ATUR,516.3530000000001
4582,GUJARAT,1956,ATUR,316.66700000000003
4583,RAJASTHAN,1956,ATUR,23.41
4584,ORISSA,1956,ATUR,14.687999999999999
4585,ANDHRA_PRADESH,1956,ATUR,237.36599999999999
4586,PUNJAB,1956,ATUR,31.834
4587,MAHARASHTRA,1956,ATUR,758.1339999999999
4588,TAMIL_NADU,1956,ATUR,122.249
4589,MADHYA_PRADESH,1957,ATUR,486.501
4590,MAHARASHTRA,1957,ATUR,758.1339999999999
4591,WEST_BENGAL,1957,ATUR,0.0
4592,UTTAR_PRADESH,1957,ATUR,516.3530000000001
4593,HARYANA,1957,ATUR,27.914
4594,ORISSA,1957,ATUR,14.365
4595,TAMIL_NADU,1957,ATUR,122.249
4596,ANDHRA_PRADESH,1957,ATUR,237.36599999999999
4597,GUJARAT,1957,ATUR,316.66700000000003
4598,KARNATAKA,1957,ATUR,401.276
4599,RAJASTHAN,1957,ATUR,23.41
4600,BIHAR,1957,ATUR,164.36700000000002
4601,PUNJAB,1957,ATUR,31.834
4602,BIHAR,1958,ATUR,208.545
4603,HARYANA,1958,ATUR,27.914
4604,ANDHRA_PRADESH,1958,ATUR,237.36599999999999
4605,WEST_BENGAL,1958,ATUR,0.0
4606,GUJARAT,1958,ATUR,316.66700000000003
4607,TAMIL_NADU,1958,ATUR,122.249
4608,UTTAR_PRADESH,1958,ATUR,516.3530000000001
4609,KARNATAKA,1958,ATUR,401.276
4610,MADHYA_PRADESH,1958,ATUR,486.501
4611,RAJASTHAN,1958,ATUR,23.41
4612,PUNJAB,1958,ATUR,31.834
4613,ORISSA,1958,ATUR,13.436
4614,MAHARASHTRA,1958,ATUR,758.1339999999999
4615,RAJASTHAN,1959,ATUR,23.41
4616,HARYANA,1959,ATUR,27.914
4617,MADHYA_PRADESH,1959,ATUR,486.501
4618,BIHAR,1959,ATUR,204.68400000000003
4619,UTTAR_PRADESH,1959,ATUR,516.3530000000001
4620,WEST_BENGAL,1959,ATUR,0.0
4621,ANDHRA_PRADESH,1959,ATUR,237.36599999999999
4622,GUJARAT,1959,ATUR,316.66700000000003
4623,ORISSA,1959,ATUR,14.083
4624,TAMIL_NADU,1959,ATUR,122.249
4625,MAHARASHTRA,1959,ATUR,758.1339999999999
4626,PUNJAB,1959,ATUR,31.834
4627,KARNATAKA,1959,ATUR,401.276
4628,PUNJAB,1960,ATUR,31.834
4629,ORISSA,1960,ATUR,14.325999999999999
4630,UTTAR_PRADESH,1960,ATUR,516.3530000000001
4631,HARYANA,1960,ATUR,27.914
4632,RAJASTHAN,1960,ATUR,23.41
4633,ANDHRA_PRADESH,1960,ATUR,237.36599999999999
4634,WEST_BENGAL,1960,ATUR,0.0
4635,MADHYA_PRADESH,1960,ATUR,486.501
4636,GUJARAT,1960,ATUR,316.66700000000003
4637,TAMIL_NADU,1960,ATUR,122.249
4638,MAHARASHTRA,1960,ATUR,758.1339999999999
4639,KARNATAKA,1960,ATUR,401.276
4640,BIHAR,1960,ATUR,186.34900000000002
4641,HARYANA,1961,ATUR,27.914
4642,PUNJAB,1961,ATUR,31.834
4643,ANDHRA_PRADESH,1961,ATUR,237.36599999999999
4644,MADHYA_PRADESH,1961,ATUR,486.501
4645,RAJASTHAN,1961,ATUR,23.41
4646,WEST_BENGAL,1961,ATUR,0.0
4647,TAMIL_NADU,1961,ATUR,122.249
4648,GUJARAT,1961,ATUR,316.66700000000003
4649,UTTAR_PRADESH,1961,ATUR,516.3530000000001
4650,ORISSA,1961,ATUR,15.378
4651,BIHAR,1961,ATUR,166.233
4652,MAHARASHTRA,1961,ATUR,758.1339999999999
4653,KARNATAKA,1961,ATUR,401.276
4654,BIHAR,1962,ATUR,160.545
4655,TAMIL_NADU,1962,ATUR,122.249
4656,MADHYA_PRADESH,1962,ATUR,486.501
4657,ORISSA,1962,ATUR,33.465
4658,WEST_BENGAL,1962,ATUR,0.0
4659,UTTAR_PRADESH,1962,ATUR,516.3530000000001
4660,ANDHRA_PRADESH,1962,ATUR,237.36599999999999
4661,KARNATAKA,1962,ATUR,401.276
4662,HARYANA,1962,ATUR,27.914
4663,MAHARASHTRA,1962,ATUR,758.1339999999999
4664,GUJARAT,1962,ATUR,316.66700000000003
4665,PUNJAB,1962,ATUR,31.834
4666,RAJASTHAN,1962,ATUR,23.41
4667,MADHYA_PRADESH,1963,ATUR,486.501
4668,WEST_BENGAL,1963,ATUR,0.0
4669,PUNJAB,1963,ATUR,31.834
4670,RAJASTHAN,1963,ATUR,23.41
4671,ANDHRA_PRADESH,1963,ATUR,237.36599999999999
4672,UTTAR_PRADESH,1963,ATUR,516.3530000000001
4673,KARNATAKA,1963,ATUR,401.276
4674,ORISSA,1963,ATUR,40.391999999999996
4675,TAMIL_NADU,1963,ATUR,122.249
4676,HARYANA,1963,ATUR,27.914
4677,MAHARASHTRA,1963,ATUR,758.1339999999999
4678,GUJARAT,1963,ATUR,316.66700000000003
4679,BIHAR,1963,ATUR,180.421
4680,ANDHRA_PRADESH,1964,ATUR,237.36599999999999
4681,MAHARASHTRA,1964,ATUR,758.1339999999999
4682,ORISSA,1964,ATUR,33.532
4683,GUJARAT,1964,ATUR,316.66700000000003
4684,PUNJAB,1964,ATUR,31.834
4685,HARYANA,1964,ATUR,27.914
4686,WEST_BENGAL,1964,ATUR,0.0
4687,BIHAR,1964,ATUR,157.255
4688,UTTAR_PRADESH,1964,ATUR,516.3530000000001
4689,KARNATAKA,1964,ATUR,401.276
4690,TAMIL_NADU,1964,ATUR,122.249
4691,RAJASTHAN,1964,ATUR,23.41
4692,MADHYA_PRADESH,1964,ATUR,486.501
4693,KARNATAKA,1965,ATUR,401.276
4694,MAHARASHTRA,1965,ATUR,758.1339999999999
4695,UTTAR_PRADESH,1965,ATUR,516.3530000000001
4696,HARYANA,1965,ATUR,27.914
4697,ORISSA,1965,ATUR,26.872
4698,MADHYA_PRADESH,1965,ATUR,486.501
4699,RAJASTHAN,1965,ATUR,23.41
4700,ANDHRA_PRADESH,1965,ATUR,237.36599999999999
4701,WEST_BENGAL,1965,ATUR,0.0
4702,BIHAR,1965,ATUR,172.726
4703,PUNJAB,1965,ATUR,31.834
4704,TAMIL_NADU,1965,ATUR,122.249
4705,GUJARAT,1965,ATUR,316.66700000000003
4706,BIHAR,1966,ATUR,147.55200000000002
4707,ANDHRA_PRADESH,1966,ATUR,237.36599999999999
4708,KARNATAKA,1966,ATUR,401.276
4709,UTTAR_PRADESH,1966,ATUR,516.3530000000001
4710,HARYANA,1966,ATUR,27.914
4711,ORISSA,1966,ATUR,32.663000000000004
4712,MADHYA_PRADESH,1966,ATUR,486.501
4713,MAHARASHTRA,1966,ATUR,758.1339999999999
4714,GUJARAT,1966,ATUR,316.66700000000003
4715,TAMIL_NADU,1966,ATUR,122.249
4716,PUNJAB,1966,ATUR,31.834
4717,RAJASTHAN,1966,ATUR,23.41
4718,WEST_BENGAL,1966,ATUR,0.0
4719,MADHYA_PRADESH,1967,ATUR,486.501
4720,RAJASTHAN,1967,ATUR,23.41
4721,BIHAR,1967,ATUR,186.15200000000002
4722,MAHARASHTRA,1967,ATUR,758.1339999999999
4723,TAMIL_NADU,1967,ATUR,122.249
4724,ORISSA,1967,ATUR,38.933
4725,WEST_BENGAL,1967,ATUR,0.0
4726,HARYANA,1967,ATUR,27.914
4727,GUJARAT,1967,ATUR,316.66700000000003
4728,KARNATAKA,1967,ATUR,401.276
4729,UTTAR_PRADESH,1967,ATUR,516.3530000000001
4730,ANDHRA_PRADESH,1967,ATUR,237.36599999999999
4731,PUNJAB,1967,ATUR,31.834
4732,HARYANA,1968,ATUR,27.914
4733,KARNATAKA,1968,ATUR,401.276
4734,ANDHRA_PRADESH,1968,ATUR,237.36599999999999
4735,WEST_BENGAL,1968,ATUR,0.0
4736,PUNJAB,1968,ATUR,31.834
4737,UTTAR_PRADESH,1968,ATUR,516.3530000000001
4738,BIHAR,1968,ATUR,171.265
4739,MADHYA_PRADESH,1968,ATUR,486.501
4740,ORISSA,1968,ATUR,34.451
4741,TAMIL_NADU,1968,ATUR,122.249
4742,RAJASTHAN,1968,ATUR,23.41
4743,MAHARASHTRA,1968,ATUR,758.1339999999999
4744,GUJARAT,1968,ATUR,316.66700000000003
4745,WEST_BENGAL,1969,ATUR,0.0
4746,TAMIL_NADU,1969,ATUR,122.249
4747,RAJASTHAN,1969,ATUR,23.41
4748,UTTAR_PRADESH,1969,ATUR,516.3530000000001
4749,ANDHRA_PRADESH,1969,ATUR,237.36599999999999
4750,BIHAR,1969,ATUR,171.265
4751,PUNJAB,1969,ATUR,31.834
4752,HARYANA,1969,ATUR,27.914
4753,KARNATAKA,1969,ATUR,401.276
4754,MADHYA_PRADESH,1969,ATUR,486.501
4755,GUJARAT,1969,ATUR,316.66700000000003
4756,ORISSA,1969,ATUR,47.533
4757,MAHARASHTRA,1969,ATUR,758.1339999999999
4758,MAHARASHTRA,1970,ATUR,758.1339999999999
4759,GUJARAT,1970,ATUR,316.66700000000003
4760,ANDHRA_PRADESH,1970,ATUR,237.36599999999999
4761,PUNJAB,1970,ATUR,31.834
4762,TAMIL_NADU,1970,ATUR,122.249
4763,MADHYA_PRADESH,1970,ATUR,486.501
4764,HARYANA,1970,ATUR,27.914
4765,UTTAR_PRADESH,1970,ATUR,516.3530000000001
4766,BIHAR,1970,ATUR,150.196
4767,WEST_BENGAL,1970,ATUR,0.0
4768,KARNATAKA,1970,ATUR,401.276
4769,ORISSA,1970,ATUR,51.199
4770,RAJASTHAN,1970,ATUR,23.41
4771,ORISSA,1971,ATUR,50.604
4772,PUNJAB,1971,ATUR,31.834
4773,GUJARAT,1971,ATUR,316.66700000000003
4774,MADHYA_PRADESH,1971,ATUR,486.501
4775,KARNATAKA,1971,ATUR,401.276
4776,TAMIL_NADU,1971,ATUR,122.249
4777,MAHARASHTRA,1971,ATUR,758.1339999999999
4778,BIHAR,1971,ATUR,95.225
4779,ANDHRA_PRADESH,1971,ATUR,237.36599999999999
4780,RAJASTHAN,1971,ATUR,23.41
4781,WEST_BENGAL,1971,ATUR,0.0
4782,UTTAR_PRADESH,1971,ATUR,516.3530000000001
4783,HARYANA,1971,ATUR,27.914
4784,ANDHRA_PRADESH,1972,ATUR,237.36599999999999
4785,PUNJAB,1972,ATUR,31.834
4786,UTTAR_PRADESH,1972,ATUR,516.3530000000001
4787,HARYANA,1972,ATUR,27.914
4788,RAJASTHAN,1972,ATUR,23.41
4789,WEST_BENGAL,1972,ATUR,0.0
4790,MADHYA_PRADESH,1972,ATUR,486.501
4791,BIHAR,1972,ATUR,134.55100000000002
4792,MAHARASHTRA,1972,ATUR,758.1339999999999
4793,TAMIL_NADU,1972,ATUR,122.249
4794,ORISSA,1972,ATUR,50.78
4795,GUJARAT,1972,ATUR,316.66700000000003
4796,KARNATAKA,1972,ATUR,401.276
4797,GUJARAT,1973,ATUR,316.66700000000003
4798,TAMIL_NADU,1973,ATUR,122.249
4799,HARYANA,1973,ATUR,27.914
4800,ORISSA,1973,ATUR,53.966
4801,MAHARASHTRA,1973,ATUR,758.1339999999999
4802,PUNJAB,1973,ATUR,31.834
4803,MADHYA_PRADESH,1973,ATUR,486.501
4804,RAJASTHAN,1973,ATUR,23.41
4805,WEST_BENGAL,1973,ATUR,0.0
4806,KARNATAKA,1973,ATUR,401.276
4807,UTTAR_PRADESH,1973,ATUR,516.3530000000001
4808,BIHAR,1973,ATUR,117.072
4809,ANDHRA_PRADESH,1973,ATUR,237.36599999999999
4810,ORISSA,1974,ATUR,56.215
4811,MADHYA_PRADESH,1974,ATUR,486.501
4812,PUNJAB,1974,ATUR,31.834
4813,RAJASTHAN,1974,ATUR,23.41
4814,GUJARAT,1974,ATUR,316.66700000000003
4815,BIHAR,1974,ATUR,107.022
4816,ANDHRA_PRADESH,1974,ATUR,237.36599999999999
4817,WEST_BENGAL,1974,ATUR,0.0
4818,HARYANA,1974,ATUR,27.914
4819,TAMIL_NADU,1974,ATUR,122.249
4820,UTTAR_PRADESH,1974,ATUR,516.3530000000001
4821,KARNATAKA,1974,ATUR,401.276
4822,MAHARASHTRA,1974,ATUR,758.1339999999999
4823,WEST_BENGAL,1975,ATUR,0.0
4824,ANDHRA_PRADESH,1975,ATUR,237.36599999999999
4825,RAJASTHAN,1975,ATUR,23.41
4826,MADHYA_PRADESH,1975,ATUR,486.501
4827,GUJARAT,1975,ATUR,316.66700000000003
4828,TAMIL_NADU,1975,ATUR,122.249
4829,UTTAR_PRADESH,1975,ATUR,516.3530000000001
4830,ORISSA,1975,ATUR,57.641000000000005
4831,HARYANA,1975,ATUR,27.914
4832,KARNATAKA,1975,ATUR,401.276
4833,BIHAR,1975,ATUR,104.99600000000001
4834,PUNJAB,1975,ATUR,31.834
4835,MAHARASHTRA,1975,ATUR,758.1339999999999
4836,UTTAR_PRADESH,1976,ATUR,516.3530000000001
4837,BIHAR,1976,ATUR,92.87899999999999
4838,ORISSA,1976,ATUR,44.403999999999996
4839,HARYANA,1976,ATUR,27.914
4840,ANDHRA_PRADESH,1976,ATUR,237.36599999999999
4841,KARNATAKA,1976,ATUR,401.276
4842,GUJARAT,1976,ATUR,316.66700000000003
4843,MADHYA_PRADESH,1976,ATUR,486.501
4844,MAHARASHTRA,1976,ATUR,758.1339999999999
4845,WEST_BENGAL,1976,ATUR,0.0
4846,TAMIL_NADU,1976,ATUR,122.249
4847,PUNJAB,1976,ATUR,31.834
4848,RAJASTHAN,1976,ATUR,23.41
4849,GUJARAT,1977,ATUR,316.66700000000003
4850,ORISSA,1977,ATUR,57.565
4851,ANDHRA_PRADESH,1977,ATUR,237.36599999999999
4852,TAMIL_NADU,1977,ATUR,122.249
4853,PUNJAB,1977,ATUR,31.834
4854,RAJASTHAN,1977,ATUR,23.41
4855,MADHYA_PRADESH,1977,ATUR,486.501
4856,HARYANA,1977,ATUR,27.914
4857,MAHARASHTRA,1977,ATUR,758.1339999999999
